customer_id,last_order_date,total_orders,total_revenue,recency_days,R_Score,F_Score,M_Score,RFM_Score,Segment
402,2024-04-09 01:26:00,8,213473.9,266,1,3,4,8,At Risk
4934,2024-03-31 05:23:00,10,213441.94,275,1,4,4,9,At Risk
2476,2024-08-23 13:50:00,9,213270.47,130,3,4,4,11,Potential Loyalists
2956,2024-07-18 17:51:00,7,213267.18,166,2,2,4,8,At Risk
391,2024-10-01 19:25:00,9,213257.83000000002,91,3,4,4,11,Potential Loyalists
692,2024-07-02 07:06:00,7,213237.38999999998,182,2,2,4,8,At Risk
7212,2024-11-17 12:10:00,9,213216.49,44,4,4,4,12,Loyal Customers
8,2024-10-26 06:21:00,7,213163.44,66,4,2,4,10,Loyal Customers
7690,2024-06-08 12:49:00,5,213133.98,206,2,1,4,7,At Risk
5507,2024-12-23 17:41:00,8,213122.33,8,5,3,4,12,Loyal Customers
447,2024-11-27 23:16:00,7,213081.46,34,4,2,4,10,Loyal Customers
1203,2024-08-19 11:43:00,9,212998.17,134,2,4,4,10,Potential Loyalists
3741,2024-12-11 13:58:00,9,212995.29,20,5,4,4,13,Champions
6356,2024-06-08 09:50:00,7,212928.42,206,2,2,4,8,At Risk
4319,2023-07-13 18:39:00,5,212922.41,537,1,1,4,6,Hibernating
7502,2024-09-25 10:14:00,9,212703.13,97,3,4,4,11,Potential Loyalists
7859,2024-12-28 17:06:00,8,212565.37,3,5,3,4,12,Loyal Customers
6096,2024-10-31 08:33:00,8,212561.79,61,4,3,4,11,Loyal Customers
4785,2024-07-26 10:07:00,8,212551.72,158,2,3,4,9,At Risk
6120,2024-05-27 18:25:00,9,212446.44999999998,218,2,4,4,10,Potential Loyalists
2977,2024-06-11 06:31:00,8,212436.52000000002,203,2,3,4,9,At Risk
508,2024-12-22 18:59:00,8,212412.98,9,5,3,4,12,Loyal Customers
4116,2024-11-10 08:35:00,8,212386.74,51,4,3,4,11,Loyal Customers
7263,2024-12-30 23:18:00,9,212377.21,1,5,4,4,13,Champions
1567,2024-09-14 13:10:00,11,212194.09,108,3,5,4,12,Potential Loyalists
4977,2024-07-03 21:47:00,9,212181.30000000002,181,2,4,4,10,Potential Loyalists
2004,2024-09-23 23:28:00,6,212171.09,99,3,2,4,9,At Risk
5575,2024-12-10 16:46:00,6,212153.95,21,5,2,4,11,Loyal Customers
4751,2024-12-24 03:30:00,9,212132.02,7,5,4,4,13,Champions
809,2024-08-28 14:12:00,11,212127.34,125,3,5,4,12,Potential Loyalists
5876,2024-08-04 17:55:00,8,212019.05,149,2,3,4,9,At Risk
5721,2024-12-17 21:40:00,9,211998.39,14,5,4,4,13,Champions
6671,2024-04-06 03:17:00,7,211989.72,269,1,2,4,7,At Risk
3597,2024-07-23 18:36:00,11,211973.66,161,2,5,4,11,Potential Loyalists
6732,2024-08-16 10:20:00,9,211917.89,137,2,4,4,10,Potential Loyalists
5600,2024-04-04 18:37:00,6,211916.5,271,1,2,4,7,At Risk
4558,2024-12-31 09:44:00,11,211912.40000000002,0,5,5,4,14,Champions
3470,2024-11-12 15:30:00,6,211881.63,49,4,2,4,10,Loyal Customers
3692,2024-12-18 13:26:00,7,211848.76,13,5,2,4,11,Loyal Customers
704,2024-11-26 14:44:00,6,211786.13,35,4,2,4,10,Loyal Customers
1512,2024-12-08 03:18:00,11,211758.8,23,5,5,4,14,Champions
2085,2024-07-18 20:20:00,7,211747.86000000002,166,2,2,4,8,At Risk
3591,2024-05-06 15:48:00,6,211712.38,239,1,2,4,7,At Risk
1076,2024-11-07 20:50:00,6,211641.83000000002,54,4,2,4,10,Loyal Customers
7977,2024-12-29 10:31:00,6,211586.44,2,5,2,4,11,Loyal Customers
4265,2024-11-06 00:27:00,8,211546.40999999997,55,4,3,4,11,Loyal Customers
1598,2024-06-19 16:38:00,8,211485.65,195,2,3,4,9,At Risk
171,2024-12-01 22:14:00,13,211481.02000000002,30,5,5,4,14,Champions
4427,2024-10-22 05:39:00,10,211453.9,70,4,4,4,12,Loyal Customers
6230,2024-08-07 14:44:00,9,211397.53,146,2,4,4,10,Potential Loyalists
1541,2024-11-14 10:30:00,11,211347.03,47,4,5,4,13,Champions
2682,2024-11-11 21:19:00,10,211336.82,50,4,4,4,12,Loyal Customers
673,2024-11-23 05:29:00,10,211293.09999999998,38,4,4,4,12,Loyal Customers
632,2024-11-19 20:17:00,11,211229.72999999998,42,4,5,4,13,Champions
3712,2024-11-20 19:00:00,6,211189.09,41,4,2,4,10,Loyal Customers
5754,2024-09-22 19:35:00,12,211162.43,100,3,5,4,12,Potential Loyalists
2920,2024-12-19 14:02:00,10,211062.44,12,5,4,4,13,Champions
187,2024-10-06 01:08:00,9,211060.94,86,3,4,4,11,Potential Loyalists
5700,2024-05-02 07:52:00,4,211035.72,243,1,1,4,6,Hibernating
2045,2024-10-16 23:18:00,8,211028.33000000002,76,3,3,4,10,Potential Loyalists
2020,2023-12-17 22:49:00,4,211011.53999999998,380,1,1,4,6,Hibernating
7526,2024-07-18 19:09:00,7,211011.4,166,2,2,4,8,At Risk
869,2024-08-01 11:52:00,8,210952.44,152,2,3,4,9,At Risk
6099,2024-06-03 21:58:00,12,210931.00999999998,211,2,5,4,11,Potential Loyalists
2070,2024-04-09 12:15:00,10,210911.11,266,1,4,4,9,At Risk
6233,2024-07-19 22:21:00,10,210908.78,165,2,4,4,10,Potential Loyalists
3007,2024-11-28 20:50:00,5,210881.18,33,4,1,4,9,At Risk
6383,2024-08-16 14:27:00,8,210817.59,137,2,3,4,9,At Risk
7677,2024-12-30 16:10:00,7,210801.06,1,5,2,4,11,Loyal Customers
5892,2023-12-25 17:17:00,6,210745.9,372,1,2,4,7,At Risk
1302,2024-10-19 15:28:00,7,210690.56,73,4,2,4,10,Loyal Customers
2867,2024-06-25 06:55:00,5,210688.99,189,2,1,4,7,At Risk
3622,2024-07-20 23:56:00,10,210680.09999999998,163,2,4,4,10,Potential Loyalists
4734,2024-12-20 22:58:00,12,210666.11,11,5,5,4,14,Champions
6086,2024-10-09 13:16:00,9,210656.85,83,3,4,4,11,Potential Loyalists
3593,2024-03-17 11:55:00,6,210605.43,289,1,2,4,7,At Risk
2041,2024-08-07 04:23:00,9,210596.39,146,2,4,4,10,Potential Loyalists
4707,2024-08-24 01:00:00,3,210591.9,129,3,1,4,8,At Risk
7384,2024-08-31 19:40:00,6,210591.88,122,3,2,4,9,At Risk
221,2024-08-03 22:13:00,7,210590.50999999998,150,2,2,4,8,At Risk
5847,2024-12-05 03:00:00,10,210588.4,26,5,4,4,13,Champions
4023,2024-12-23 17:20:00,5,210583.96,8,5,1,4,10,Loyal Customers
7114,2024-01-16 15:12:00,8,210581.31,350,1,3,4,8,At Risk
1257,2024-12-03 16:09:00,12,210554.63,28,5,5,4,14,Champions
1846,2024-08-11 04:16:00,9,210551.32,142,2,4,4,10,Potential Loyalists
3976,2024-09-05 17:37:00,7,210489.18,117,3,2,4,9,At Risk
1933,2024-05-07 03:32:00,9,210464.05000000002,238,1,4,4,9,At Risk
7207,2024-10-19 03:10:00,7,210462.31,73,4,2,4,10,Loyal Customers
377,2024-07-30 05:27:00,13,210412.41,154,2,5,4,11,Potential Loyalists
1353,2024-06-12 12:34:00,10,210364.79,202,2,4,4,10,Potential Loyalists
7487,2024-08-21 02:55:00,16,210290.06,132,3,5,4,12,Potential Loyalists
1734,2024-09-20 18:15:00,9,210257.39,102,3,4,4,11,Potential Loyalists
871,2024-02-23 18:30:00,7,210191.08,312,1,2,4,7,At Risk
4754,2024-08-08 00:01:00,8,210115.94,145,2,3,4,9,At Risk
1245,2024-05-22 22:33:00,6,210090.30000000002,223,2,2,4,8,At Risk
5873,2024-09-23 21:44:00,10,210082.44,99,3,4,4,11,Potential Loyalists
6551,2024-09-25 03:49:00,9,210060.25,97,3,4,4,11,Potential Loyalists
3355,2024-11-17 00:55:00,12,210055.95,44,4,5,4,13,Champions
1216,2024-10-09 20:56:00,6,210048.36000000002,83,3,2,4,9,At Risk
342,2024-11-23 13:54:00,7,209992.43,38,4,2,4,10,Loyal Customers
6513,2024-03-06 19:37:00,6,209847.26,300,1,2,4,7,At Risk
56,2024-03-21 10:53:00,4,209810.78,285,1,1,4,6,Hibernating
6750,2024-09-10 06:06:00,4,209809.06,112,3,1,4,8,At Risk
4945,2024-05-25 22:12:00,7,209693.13,220,2,2,4,8,At Risk
3590,2024-09-17 23:56:00,6,209588.6,104,3,2,4,9,At Risk
4918,2024-12-20 22:52:00,9,209587.98,11,5,4,4,13,Champions
4387,2024-09-02 05:49:00,8,209520.62,120,3,3,4,10,Potential Loyalists
5105,2024-07-14 03:36:00,14,209473.46,170,2,5,4,11,Potential Loyalists
7790,2024-12-17 21:38:00,6,209293.78,14,5,2,4,11,Loyal Customers
6542,2024-06-19 17:41:00,8,209267.87,195,2,3,4,9,At Risk
1696,2024-08-04 19:01:00,5,209266.71,149,2,1,4,7,At Risk
6337,2024-09-30 16:07:00,7,209226.96,92,3,2,4,9,At Risk
4163,2024-11-25 23:11:00,10,209179.62,36,4,4,4,12,Loyal Customers
5311,2024-11-16 14:44:00,6,209170.87,45,4,2,4,10,Loyal Customers
3005,2024-12-31 20:00:00,9,209123.47,0,5,4,4,13,Champions
482,2024-09-07 23:43:00,11,209118.50999999998,114,3,5,4,12,Potential Loyalists
1370,2024-09-06 01:38:00,8,209070.06999999998,116,3,3,4,10,Potential Loyalists
1874,2023-08-10 14:58:00,7,209067.97999999998,509,1,2,4,7,At Risk
2720,2024-08-11 08:02:00,5,209049.99,142,2,1,4,7,At Risk
708,2024-12-12 00:04:00,10,209047.24000000002,19,5,4,4,13,Champions
5377,2024-09-04 18:19:00,5,209003.98,118,3,1,4,8,At Risk
299,2024-09-27 19:49:00,6,208961.12,95,3,2,4,9,At Risk
3294,2024-11-04 11:01:00,9,208700.43,57,4,4,4,12,Loyal Customers
7199,2024-12-15 03:15:00,11,208693.26,16,5,5,4,14,Champions
3917,2023-07-16 18:38:00,6,208653.5,534,1,2,4,7,At Risk
6487,2024-12-19 15:15:00,8,208652.66,12,5,3,4,12,Loyal Customers
1021,2023-09-18 23:08:00,6,208649.08,470,1,2,4,7,At Risk
5310,2024-12-15 05:29:00,12,208576.95,16,5,5,4,14,Champions
1172,2024-08-25 11:38:00,11,208568.98,128,3,5,4,12,Potential Loyalists
5807,2024-02-04 13:15:00,6,208555.34,331,1,2,4,7,At Risk
2227,2024-09-28 05:55:00,9,208547.28,94,3,4,4,11,Potential Loyalists
5125,2024-07-05 16:27:00,9,208531.04,179,2,4,4,10,Potential Loyalists
6252,2024-07-03 21:24:00,10,208514.93,181,2,4,4,10,Potential Loyalists
194,2024-09-04 16:32:00,10,208497.42,118,3,4,4,11,Potential Loyalists
6611,2024-08-15 16:10:00,7,208492.96000000002,138,2,2,4,8,At Risk
5835,2024-06-24 18:20:00,9,208405.32,190,2,4,4,10,Potential Loyalists
7852,2024-04-30 19:36:00,5,208405.1,245,1,1,4,6,Hibernating
4320,2023-11-27 01:43:00,5,208383.16999999998,400,1,1,4,6,Hibernating
6982,2024-09-09 02:24:00,12,208377.78,113,3,5,4,12,Potential Loyalists
6776,2024-12-29 05:27:00,7,208360.13999999998,2,5,2,4,11,Loyal Customers
3313,2024-12-09 22:17:00,11,208351.86,22,5,5,4,14,Champions
1756,2024-10-05 00:41:00,8,208344.44999999998,87,3,3,4,10,Potential Loyalists
6987,2024-08-28 22:44:00,6,208325.57,125,3,2,4,9,At Risk
7805,2024-09-27 18:52:00,7,208307.96000000002,95,3,2,4,9,At Risk
1153,2024-11-04 01:24:00,6,208245.18,57,4,2,4,10,Loyal Customers
1820,2024-11-02 06:11:00,8,208123.5,59,4,3,4,11,Loyal Customers
4606,2024-12-06 14:53:00,6,208096.41999999998,25,5,2,4,11,Loyal Customers
3003,2024-12-01 00:21:00,10,208044.61,30,5,4,4,13,Champions
1714,2024-12-03 12:48:00,13,208035.41,28,5,5,4,14,Champions
2108,2024-08-02 06:18:00,6,208035.08000000002,151,2,2,4,8,At Risk
3068,2024-10-31 16:10:00,10,207979.43,61,4,4,4,12,Loyal Customers
5257,2024-04-04 20:46:00,9,207974.4,271,1,4,4,9,At Risk
4090,2024-07-12 14:57:00,10,207956.94,172,2,4,4,10,Potential Loyalists
3520,2024-09-09 18:13:00,13,207885.77,113,3,5,4,12,Potential Loyalists
5740,2024-10-21 19:14:00,13,207875.17,71,4,5,4,13,Champions
7966,2024-11-04 11:25:00,10,207868.34,57,4,4,4,12,Loyal Customers
5590,2024-10-17 09:43:00,10,207855.97,75,3,4,4,11,Potential Loyalists
1426,2024-04-11 17:37:00,8,207841.68,264,1,3,4,8,At Risk
4552,2024-11-24 00:33:00,8,207819.79,37,4,3,4,11,Loyal Customers
5672,2024-03-18 13:22:00,7,207798.75,288,1,2,4,7,At Risk
1285,2024-03-12 20:10:00,9,207794.99,294,1,4,4,9,At Risk
5345,2024-09-01 16:24:00,9,207772.93,121,3,4,4,11,Potential Loyalists
6805,2024-11-04 08:03:00,7,207743.7,57,4,2,4,10,Loyal Customers
4932,2024-12-21 19:50:00,7,207731.62,10,5,2,4,11,Loyal Customers
3178,2024-01-24 21:00:00,11,207716.97,342,1,5,4,10,Potential Loyalists
5944,2024-06-13 23:42:00,11,207703.96,200,2,5,4,11,Potential Loyalists
6027,2024-02-23 19:23:00,6,207692.26,312,1,2,4,7,At Risk
7128,2024-09-26 17:28:00,11,207643.13,96,3,5,4,12,Potential Loyalists
4250,2024-02-08 00:32:00,8,207465.24,327,1,3,4,8,At Risk
2538,2024-12-08 08:36:00,13,207353.85,23,5,5,4,14,Champions
3099,2024-04-19 00:21:00,10,207338.12,256,1,4,4,9,At Risk
4133,2024-11-18 14:01:00,13,207337.33,43,4,5,4,13,Champions
2172,2024-11-01 01:21:00,7,207284.09,60,4,2,4,10,Loyal Customers
6879,2024-05-01 03:23:00,7,207279.18,244,1,2,4,7,At Risk
4270,2024-10-18 18:49:00,11,207233.4,74,4,5,4,13,Champions
6062,2024-12-13 22:08:00,8,207190.81,18,5,3,4,12,Loyal Customers
3266,2024-11-23 17:33:00,9,207168.5,38,4,4,4,12,Loyal Customers
828,2024-11-02 07:57:00,13,207135.1,59,4,5,4,13,Champions
642,2024-06-24 11:19:00,10,207100.75,190,2,4,4,10,Potential Loyalists
2930,2024-08-30 12:32:00,9,207033.16,123,3,4,4,11,Potential Loyalists
3762,2024-11-19 18:26:00,11,207029.07,42,4,5,4,13,Champions
2439,2024-09-24 04:46:00,6,207007.11,98,3,2,4,9,At Risk
7675,2024-04-23 16:45:00,8,206988.72999999998,252,1,3,4,8,At Risk
4756,2023-11-16 13:40:00,8,206953.37,411,1,3,4,8,At Risk
410,2024-11-09 17:58:00,7,206914.24,52,4,2,4,10,Loyal Customers
7136,2024-06-29 08:47:00,9,206897.71,185,2,4,4,10,Potential Loyalists
5678,2024-10-31 21:36:00,6,206888.64,61,4,2,4,10,Loyal Customers
7003,2024-12-10 02:41:00,6,206867.54,21,5,2,4,11,Loyal Customers
7268,2024-09-16 12:10:00,8,206782.58000000002,106,3,3,4,10,Potential Loyalists
3798,2024-08-26 18:34:00,8,206741.81,127,3,3,4,10,Potential Loyalists
7854,2024-10-06 19:57:00,12,206731.37,86,3,5,4,12,Potential Loyalists
7055,2024-12-25 14:41:00,8,206626.15,6,5,3,4,12,Loyal Customers
5691,2024-08-19 09:51:00,10,206575.77,134,2,4,4,10,Potential Loyalists
6662,2024-11-03 15:57:00,8,206563.53,58,4,3,4,11,Loyal Customers
2176,2024-12-30 22:23:00,9,206550.84,1,5,4,4,13,Champions
1919,2024-12-01 06:09:00,6,206532.25,30,5,2,4,11,Loyal Customers
7133,2024-11-16 10:40:00,8,206455.94,45,4,3,4,11,Loyal Customers
4573,2024-12-15 19:45:00,6,206367.92,16,5,2,4,11,Loyal Customers
4758,2024-11-18 02:40:00,8,206364.4,43,4,3,4,11,Loyal Customers
963,2024-12-08 09:01:00,11,206307.39,23,5,5,4,14,Champions
6493,2024-04-24 17:14:00,8,206206.97,251,1,3,4,8,At Risk
6934,2023-08-22 05:24:00,6,206206.03,497,1,2,4,7,At Risk
524,2024-11-16 07:37:00,9,206098.48,45,4,4,4,12,Loyal Customers
3409,2023-07-09 08:27:00,6,206097.61,541,1,2,4,7,At Risk
1117,2024-11-17 00:12:00,7,206091.84,44,4,2,4,10,Loyal Customers
4193,2024-11-14 17:48:00,12,206043.62,47,4,5,4,13,Champions
5165,2024-05-10 23:57:00,7,205998.75,234,2,2,4,8,At Risk
2734,2024-10-20 12:39:00,12,205948.63,72,4,5,4,13,Champions
1472,2024-11-24 04:11:00,8,205945.74,37,4,3,4,11,Loyal Customers
4696,2024-06-25 05:18:00,6,205945.5,189,2,2,4,8,At Risk
7073,2024-11-12 08:12:00,10,205924.22999999998,49,4,4,4,12,Loyal Customers
6963,2023-08-17 15:14:00,10,205911.17,502,1,4,4,9,At Risk
601,2024-11-07 01:49:00,8,205903.71,54,4,3,4,11,Loyal Customers
1231,2024-05-07 04:29:00,8,205887.88,238,1,3,4,8,At Risk
396,2024-10-15 03:47:00,7,205881.80000000002,77,3,2,4,9,At Risk
2002,2024-11-14 23:03:00,8,205880.38,47,4,3,4,11,Loyal Customers
4640,2024-12-07 15:13:00,13,205842.24,24,5,5,4,14,Champions
5855,2024-12-28 19:14:00,6,205816.85,3,5,2,4,11,Loyal Customers
1935,2024-11-13 17:07:00,6,205805.74000000002,48,4,2,4,10,Loyal Customers
6189,2024-12-20 20:20:00,6,205771.29,11,5,2,4,11,Loyal Customers
7757,2024-12-11 23:58:00,10,205753.51,19,5,4,4,13,Champions
2266,2024-12-21 20:55:00,7,205751.99,10,5,2,4,11,Loyal Customers
1651,2024-12-30 19:43:00,10,205740.32,1,5,4,4,13,Champions
7260,2024-12-10 03:09:00,10,205706.88,21,5,4,4,13,Champions
5355,2024-08-15 01:03:00,8,205689.77,138,2,3,4,9,At Risk
1964,2024-10-08 18:01:00,9,205622.13999999998,84,3,4,4,11,Potential Loyalists
3730,2024-12-13 07:30:00,7,205581.14,18,5,2,4,11,Loyal Customers
3689,2024-11-29 18:42:00,8,205572.24,32,4,3,4,11,Loyal Customers
4028,2024-07-11 14:53:00,5,205491.69,173,2,1,4,7,At Risk
4038,2024-09-12 16:50:00,5,205377.0,110,3,1,4,8,At Risk
7635,2024-05-04 16:40:00,8,205365.37,241,1,3,4,8,At Risk
7951,2024-05-24 00:39:00,9,205315.25,221,2,4,4,10,Potential Loyalists
4656,2024-06-07 06:13:00,9,205214.03999999998,207,2,4,4,10,Potential Loyalists
5596,2024-11-17 13:43:00,7,205207.48,44,4,2,4,10,Loyal Customers
467,2024-11-04 22:33:00,6,205191.84,57,4,2,4,10,Loyal Customers
170,2024-07-17 19:14:00,4,205166.49,167,2,1,4,7,At Risk
3194,2024-10-12 04:11:00,8,205117.31999999998,80,3,3,4,10,Potential Loyalists
1287,2024-06-03 19:09:00,8,205028.54,211,2,3,4,9,At Risk
6453,2024-05-02 12:54:00,8,205021.68,243,1,3,4,8,At Risk
3572,2024-11-10 19:21:00,8,205004.39,51,4,3,4,11,Loyal Customers
5399,2024-06-01 11:27:00,10,204981.07,213,2,4,4,10,Potential Loyalists
121,2024-12-12 16:51:00,3,204978.32,19,5,1,4,10,Loyal Customers
2410,2024-07-26 15:42:00,6,204945.88,158,2,2,4,8,At Risk
6103,2024-09-27 21:44:00,9,204945.82,95,3,4,4,11,Potential Loyalists
7285,2024-12-10 11:36:00,10,204863.11,21,5,4,4,13,Champions
7688,2023-11-12 13:17:00,6,204861.97,415,1,2,4,7,At Risk
1338,2024-11-02 13:40:00,6,204840.31,59,4,2,4,10,Loyal Customers
7742,2024-10-30 00:55:00,12,204829.69,62,4,5,4,13,Champions
4511,2024-12-21 20:28:00,11,204736.36000000002,10,5,5,4,14,Champions
7661,2024-07-17 23:45:00,8,204676.29,166,2,3,4,9,At Risk
2797,2023-10-06 12:23:00,7,204655.29,452,1,2,4,7,At Risk
1794,2024-11-02 06:05:00,12,204606.63,59,4,5,4,13,Champions
4566,2024-06-07 17:06:00,9,204559.6,207,2,4,4,10,Potential Loyalists
3628,2024-11-27 16:28:00,6,204489.19,34,4,2,4,10,Loyal Customers
3119,2024-07-03 11:17:00,9,204476.22,181,2,4,4,10,Potential Loyalists
6433,2024-12-20 00:43:00,10,204360.17,11,5,4,4,13,Champions
2689,2024-07-19 21:31:00,9,204353.97,165,2,4,4,10,Potential Loyalists
6686,2024-09-26 09:25:00,8,204340.13999999998,96,3,3,4,10,Potential Loyalists
4835,2024-08-25 00:33:00,10,204336.28,128,3,4,4,11,Potential Loyalists
6187,2024-04-20 04:09:00,9,204266.04,255,1,4,4,9,At Risk
398,2024-10-24 01:24:00,9,204206.89,68,4,4,4,12,Loyal Customers
5131,2024-02-01 21:43:00,5,204093.66,334,1,1,4,6,Hibernating
2996,2024-12-22 03:06:00,11,204050.23,9,5,5,4,14,Champions
2628,2023-12-19 14:59:00,10,203984.27,378,1,4,4,9,At Risk
706,2024-12-21 18:20:00,10,203934.13999999998,10,5,4,4,13,Champions
2995,2024-11-10 12:03:00,7,203901.92,51,4,2,4,10,Loyal Customers
3817,2024-12-04 13:09:00,8,203890.25,27,5,3,4,12,Loyal Customers
6041,2024-12-04 06:43:00,7,203786.81,27,5,2,4,11,Loyal Customers
1411,2024-12-18 12:52:00,11,203746.38,13,5,5,4,14,Champions
6601,2024-11-16 10:03:00,9,203726.63999999998,45,4,4,4,12,Loyal Customers
4878,2024-12-06 07:46:00,7,203722.16999999998,25,5,2,4,11,Loyal Customers
1854,2024-12-22 19:33:00,4,203714.38,9,5,1,4,10,Loyal Customers
4635,2024-07-15 10:50:00,6,203696.79,169,2,2,4,8,At Risk
6536,2024-11-29 10:32:00,8,203694.69,32,4,3,4,11,Loyal Customers
3400,2024-12-10 23:49:00,13,203654.52,20,5,5,4,14,Champions
137,2024-09-28 03:33:00,10,203611.09,94,3,4,4,11,Potential Loyalists
1979,2024-12-09 18:02:00,8,203588.5,22,5,3,4,12,Loyal Customers
5624,2024-06-15 19:28:00,8,203552.96,199,2,3,4,9,At Risk
6574,2024-12-31 03:56:00,11,203528.36,0,5,5,4,14,Champions
4012,2023-08-26 05:42:00,6,203509.83,493,1,2,4,7,At Risk
4800,2024-08-01 20:03:00,7,203484.62,152,2,2,4,8,At Risk
562,2024-11-23 19:10:00,8,203457.94,38,4,3,4,11,Loyal Customers
2323,2023-10-31 17:40:00,4,203362.52,427,1,1,4,6,Hibernating
42,2024-12-14 12:49:00,11,203341.58000000002,17,5,5,4,14,Champions
5936,2024-11-21 15:08:00,7,203322.29,40,4,2,4,10,Loyal Customers
2672,2024-04-20 13:14:00,11,203320.38999999998,255,1,5,4,10,Potential Loyalists
2432,2024-09-07 12:31:00,9,203313.27000000002,115,3,4,4,11,Potential Loyalists
2335,2024-12-21 18:38:00,9,203313.14,10,5,4,4,13,Champions
6998,2024-06-05 19:45:00,9,203299.62,209,2,4,4,10,Potential Loyalists
4854,2024-10-28 16:16:00,6,203243.44,64,4,2,4,10,Loyal Customers
3458,2024-10-04 12:27:00,7,203219.16999999998,88,3,2,4,9,At Risk
6883,2024-11-07 15:56:00,12,203211.01,54,4,5,4,13,Champions
2437,2024-09-29 07:53:00,4,203197.03,93,3,1,4,8,At Risk
7882,2024-11-02 11:49:00,7,203156.77000000002,59,4,2,4,10,Loyal Customers
6785,2024-08-14 07:56:00,6,203145.33000000002,139,2,2,4,8,At Risk
5395,2024-04-11 23:53:00,9,203054.06,263,1,4,4,9,At Risk
3529,2024-04-24 12:41:00,10,203043.01,251,1,4,4,9,At Risk
554,2024-10-22 13:25:00,8,203039.11,70,4,3,4,11,Loyal Customers
7362,2024-01-06 20:17:00,5,202990.36000000002,360,1,1,4,6,Hibernating
80,2024-12-24 00:23:00,10,202976.17,7,5,4,4,13,Champions
3981,2024-10-20 19:51:00,8,202974.51,72,4,3,4,11,Loyal Customers
2486,2024-10-06 22:00:00,11,202794.91,86,3,5,4,12,Potential Loyalists
6324,2024-06-20 09:08:00,8,202776.7,194,2,3,4,9,At Risk
7190,2024-12-18 05:46:00,7,202751.19,13,5,2,4,11,Loyal Customers
2186,2024-11-30 18:56:00,6,202644.84,31,5,2,4,11,Loyal Customers
7202,2024-08-15 08:57:00,8,202642.76,138,2,3,4,9,At Risk
6308,2024-12-03 07:29:00,11,202591.2,28,5,5,4,14,Champions
6249,2024-10-03 08:50:00,11,202579.82,89,3,5,4,12,Potential Loyalists
3067,2024-10-16 03:05:00,10,202573.76,76,3,4,4,11,Potential Loyalists
4716,2024-06-18 10:12:00,9,202541.69,196,2,4,4,10,Potential Loyalists
2585,2024-12-31 16:27:00,9,202484.0,0,5,4,4,13,Champions
125,2024-12-09 13:49:00,8,202421.88,22,5,3,4,12,Loyal Customers
858,2024-09-25 14:34:00,11,202400.78,97,3,5,4,12,Potential Loyalists
830,2024-12-03 13:09:00,11,202397.4,28,5,5,4,14,Champions
7584,2024-11-06 15:55:00,10,202382.07,55,4,4,4,12,Loyal Customers
2358,2023-09-29 15:13:00,4,202336.43,459,1,1,4,6,Hibernating
810,2024-05-29 02:10:00,8,202304.76,216,2,3,4,9,At Risk
5451,2024-12-01 15:46:00,10,202291.75999999998,30,5,4,4,13,Champions
5898,2024-08-29 07:00:00,8,202289.09,124,3,3,4,10,Potential Loyalists
1399,2024-07-13 22:43:00,12,202259.91000000003,171,2,5,4,11,Potential Loyalists
5845,2023-10-23 21:16:00,8,202236.84,435,1,3,4,8,At Risk
7123,2024-09-24 07:08:00,9,202228.77,98,3,4,4,11,Potential Loyalists
2224,2024-09-25 18:58:00,8,202213.47,97,3,3,4,10,Potential Loyalists
4968,2024-12-26 06:23:00,8,202157.36,5,5,3,4,12,Loyal Customers
484,2024-12-23 10:52:00,8,202150.12999999998,8,5,3,4,12,Loyal Customers
5977,2024-09-29 19:14:00,5,202105.75,93,3,1,4,8,At Risk
4958,2024-12-28 05:37:00,6,202104.01,3,5,2,4,11,Loyal Customers
2493,2024-12-14 11:43:00,10,202028.3,17,5,4,4,13,Champions
7156,2024-07-14 18:12:00,7,201887.93,170,2,2,4,8,At Risk
4827,2024-10-04 17:39:00,8,201754.59,88,3,3,4,10,Potential Loyalists
1767,2024-12-17 15:19:00,13,201690.5,14,5,5,4,14,Champions
1796,2024-11-27 08:25:00,9,201670.82,34,4,4,4,12,Loyal Customers
2141,2024-12-22 07:25:00,9,201656.37,9,5,4,4,13,Champions
4522,2024-11-07 01:11:00,12,201628.33000000002,54,4,5,4,13,Champions
3721,2024-10-05 18:41:00,6,201566.32,87,3,2,4,9,At Risk
5771,2024-07-20 22:33:00,7,201494.98,164,2,2,4,8,At Risk
4962,2024-07-15 09:44:00,6,201473.03,169,2,2,4,8,At Risk
4117,2024-10-31 05:02:00,5,201459.82,61,4,1,4,9,At Risk
4280,2024-01-17 17:20:00,6,201376.81,349,1,2,4,7,At Risk
3139,2024-08-15 00:42:00,10,201349.88,138,2,4,4,10,Potential Loyalists
6819,2024-12-25 11:51:00,5,201332.89,6,5,1,4,10,Loyal Customers
5052,2024-12-23 23:10:00,7,201332.13999999998,8,5,2,4,11,Loyal Customers
1647,2024-12-12 04:30:00,14,201275.97,19,5,5,4,14,Champions
7700,2024-06-27 22:54:00,10,201256.39,187,2,4,4,10,Potential Loyalists
153,2024-09-27 13:57:00,7,201247.66,95,3,2,4,9,At Risk
2420,2023-10-13 10:24:00,7,201245.55,445,1,2,4,7,At Risk
5701,2024-10-17 00:17:00,9,201236.63,75,3,4,4,11,Potential Loyalists
2038,2023-08-21 09:11:00,8,201206.72,498,1,3,4,8,At Risk
1263,2024-09-09 19:56:00,9,201198.72,113,3,4,4,11,Potential Loyalists
