customer_id,total_revenue,total_orders,total_profit,customer_name,Segment,CLV_realized,expected_lifespan,CLV_projected
2173,273396.85,8,43979.12,Cust2173,Potential Loyalists,43979.12,3,131937.36
2174,266569.77,12,44458.95,Cust2174,Champions,44458.95,5,222294.75
2175,135902.94,4,23060.84,Cust2175,Hibernating,23060.84,1,23060.84
2176,206550.84,9,33182.01,Cust2176,Champions,33182.01,5,165910.05
2177,288979.76,10,42219.51,Cust2177,Potential Loyalists,42219.51,3,126658.53
2178,351902.18,11,58669.04,Cust2178,Potential Loyalists,58669.04,3,176007.12
2179,156665.83,6,32721.73,Cust2179,Loyal Customers,32721.73,4,130886.92
2180,200710.24,8,26847.62,Cust2180,Potential Loyalists,26847.62,3,80542.86
2181,225852.24,9,37005.72,Cust2181,Potential Loyalists,37005.72,3,111017.16
2182,110810.91,4,23522.98,Cust2182,Hibernating,23522.98,1,23522.98
2183,276654.22,6,48621.96,Cust2183,Potential Loyalists,48621.96,3,145865.88
2184,24033.3,4,3111.65,Cust2184,Hibernating,3111.65,1,3111.65
2185,110429.68,7,8220.58,Cust2185,Hibernating,8220.58,1,8220.58
2186,202644.84,6,33953.02,Cust2186,Loyal Customers,33953.02,4,135812.08
2187,283393.72,11,62465.02,Cust2187,Champions,62465.02,5,312325.1
2188,78884.4,9,15802.93,Cust2188,At Risk,15802.93,2,31605.86
2189,130746.1,6,19799.45,Cust2189,At Risk,19799.45,2,39598.9
2190,172577.28,6,34407.76,Cust2190,At Risk,34407.76,2,68815.52
2191,71849.0,10,11108.03,Cust2191,At Risk,11108.03,2,22216.06
2192,299003.48,9,43202.9,Cust2192,Champions,43202.9,5,216014.5
2193,341813.43,9,47103.45,Cust2193,Potential Loyalists,47103.45,3,141310.35
2194,242621.51,8,29797.72,Cust2194,Potential Loyalists,29797.72,3,89393.16
2195,227537.12,8,39750.87,Cust2195,Loyal Customers,39750.87,4,159003.48
2196,126758.2,7,26495.68,Cust2196,Hibernating,26495.68,1,26495.68
2197,80027.74,5,18105.27,Cust2197,Hibernating,18105.27,1,18105.27
2198,88910.39,4,20788.62,Cust2198,Hibernating,20788.62,1,20788.62
2199,159369.04,7,32701.34,Cust2199,At Risk,32701.34,2,65402.68
2200,71847.36,6,8427.4,Cust2200,At Risk,8427.4,2,16854.8
2201,82202.43,7,13992.77,Cust2201,Lost / Churn,13992.77,0,0.0
2202,109975.64,11,13184.43,Cust2202,Loyal Customers,13184.43,4,52737.72
2203,157451.32,8,32575.71,Cust2203,At Risk,32575.71,2,65151.42
2204,84770.16,6,14812.94,Cust2204,At Risk,14812.94,2,29625.88
2205,128862.5,5,27478.96,Cust2205,Lost / Churn,27478.96,0,0.0
2206,219477.2,6,27877.16,Cust2206,At Risk,27877.16,2,55754.32
2207,30333.17,3,5723.66,Cust2207,Lost / Churn,5723.66,0,0.0
2208,67455.7,7,9776.13,Cust2208,Lost / Churn,9776.13,0,0.0
2209,188665.81,9,20782.59,Cust2209,Potential Loyalists,20782.59,3,62347.77
2210,130679.14,10,25815.46,Cust2210,At Risk,25815.46,2,51630.92
2211,134237.95,7,22571.45,Cust2211,Loyal Customers,22571.45,4,90285.8
2212,57875.08,6,10466.95,Cust2212,Hibernating,10466.95,1,10466.95
2213,60531.7,6,15297.74,Cust2213,Hibernating,15297.74,1,15297.74
2214,291504.61,10,48014.75,Cust2214,Champions,48014.75,5,240073.75
2215,139959.04,5,23184.38,Cust2215,Hibernating,23184.38,1,23184.38
2216,244271.11,9,39247.61,Cust2216,Potential Loyalists,39247.61,3,117742.83
2217,249510.5,11,31588.85,Cust2217,Champions,31588.85,5,157944.25
2218,342288.85,14,65873.35,Cust2218,Champions,65873.35,5,329366.75
2219,351507.0,11,56529.42,Cust2219,Potential Loyalists,56529.42,3,169588.26
2220,180520.69,8,13447.8,Cust2220,Potential Loyalists,13447.8,3,40343.4
2221,97565.0,6,16504.22,Cust2221,Hibernating,16504.22,1,16504.22
2222,78276.96,4,17658.35,Cust2222,Lost / Churn,17658.35,0,0.0
2223,138528.78,9,22273.77,Cust2223,At Risk,22273.77,2,44547.54
2224,202213.47,8,41529.43,Cust2224,Potential Loyalists,41529.43,3,124588.29
2225,36466.12,4,8070.02,Cust2225,Hibernating,8070.02,1,8070.02
2226,105884.84,8,13474.83,Cust2226,At Risk,13474.83,2,26949.66
2227,208547.28,9,47502.54,Cust2227,Potential Loyalists,47502.54,3,142507.62
2228,307055.5,13,57402.87,Cust2228,Champions,57402.87,5,287014.35
2229,66387.0,5,14194.01,Cust2229,Lost / Churn,14194.01,0,0.0
2230,325381.04,10,48059.83,Cust2230,Potential Loyalists,48059.83,3,144179.49
2231,237016.8,9,33959.63,Cust2231,Potential Loyalists,33959.63,3,101878.89
2232,128798.99,14,21709.74,Cust2232,Loyal Customers,21709.74,4,86838.96
2233,171007.87,6,31771.12,Cust2233,At Risk,31771.12,2,63542.24
2234,94646.35,9,15155.97,Cust2234,At Risk,15155.97,2,30311.94
2235,93190.15,7,13600.13,Cust2235,At Risk,13600.13,2,27200.26
2236,173046.29,10,36161.22,Cust2236,Loyal Customers,36161.22,4,144644.88
2237,333422.64,11,46339.87,Cust2237,Potential Loyalists,46339.87,3,139019.61
2238,69447.96,4,13329.75,Cust2238,At Risk,13329.75,2,26659.5
2239,178247.31,9,17574.57,Cust2239,Potential Loyalists,17574.57,3,52723.71
2240,245026.53,9,35668.45,Cust2240,Champions,35668.45,5,178342.25
2241,258154.84,10,36603.39,Cust2241,Champions,36603.39,5,183016.95
2242,296359.25,8,54553.18,Cust2242,Loyal Customers,54553.18,4,218212.72
2243,153475.14,8,29078.09,Cust2243,At Risk,29078.09,2,58156.18
2244,291095.27,11,41696.02,Cust2244,Potential Loyalists,41696.02,3,125088.06
2245,130584.2,7,19487.55,Cust2245,At Risk,19487.55,2,38975.1
2246,36409.47,6,3829.43,Cust2246,At Risk,3829.43,2,7658.86
2247,99063.46,5,26210.12,Cust2247,At Risk,26210.12,2,52420.24
2248,225107.77,9,23691.33,Cust2248,Potential Loyalists,23691.33,3,71073.99
2249,118150.96,7,23734.61,Cust2249,Hibernating,23734.61,1,23734.61
2250,299230.33,9,66119.56,Cust2250,Potential Loyalists,66119.56,3,198358.68
2251,183725.38,9,41686.83,Cust2251,Champions,41686.83,5,208434.15
2252,194187.21,11,21258.43,Cust2252,Champions,21258.43,5,106292.15
2253,157772.62,7,32457.86,Cust2253,At Risk,32457.86,2,64915.72
2254,434105.83,16,80889.73,Cust2254,Champions,80889.73,5,404448.65
2255,113403.91,10,15281.82,Cust2255,At Risk,15281.82,2,30563.64
2256,116960.62,4,23013.76,Cust2256,At Risk,23013.76,2,46027.52
2257,271497.79,13,44297.78,Cust2257,Champions,44297.78,5,221488.9
2258,56753.21,5,2318.61,Cust2258,Lost / Churn,2318.61,0,0.0
2259,14199.77,2,2100.05,Cust2259,Lost / Churn,2100.05,0,0.0
2260,64248.17,1,18944.46,Cust2260,Lost / Churn,18944.46,0,0.0
2261,135241.86,9,31326.45,Cust2261,At Risk,31326.45,2,62652.9
2262,61400.46,6,5034.71,Cust2262,Hibernating,5034.71,1,5034.71
2263,122394.25,5,20750.56,Cust2263,Hibernating,20750.56,1,20750.56
2264,133739.96,7,19825.47,Cust2264,Loyal Customers,19825.47,4,79301.88
2265,83421.56,4,11957.62,Cust2265,Lost / Churn,11957.62,0,0.0
2266,205751.99,7,33286.39,Cust2266,Loyal Customers,33286.39,4,133145.56
2267,142616.99,9,31702.22,Cust2267,At Risk,31702.22,2,63404.44
2268,97492.09,10,16467.47,Cust2268,Loyal Customers,16467.47,4,65869.88
2269,224884.43,10,47993.36,Cust2269,Loyal Customers,47993.36,4,191973.44
2270,170691.46,3,44300.64,Cust2270,At Risk,44300.64,2,88601.28
2271,434991.41,9,80633.68,Cust2271,Potential Loyalists,80633.68,3,241901.04
2272,103654.65,8,20500.59,Cust2272,At Risk,20500.59,2,41001.18
2273,129080.92,7,22726.08,Cust2273,Hibernating,22726.08,1,22726.08
2274,92155.1,10,14774.22,Cust2274,At Risk,14774.22,2,29548.44
2275,87063.79,5,10387.99,Cust2275,Hibernating,10387.99,1,10387.99
2276,89169.31,5,10421.52,Cust2276,Lost / Churn,10421.52,0,0.0
2277,125678.77,5,27175.25,Cust2277,At Risk,27175.25,2,54350.5
2278,124713.76,4,18050.6,Cust2278,Lost / Churn,18050.6,0,0.0
2279,215512.98,12,37844.36,Cust2279,Champions,37844.36,5,189221.8
2280,81927.78,8,15304.17,Cust2280,At Risk,15304.17,2,30608.34
2281,47745.99,4,6004.49,Cust2281,Lost / Churn,6004.49,0,0.0
2282,257529.21,7,39323.39,Cust2282,At Risk,39323.39,2,78646.78
2283,75881.68,4,14812.06,Cust2283,Lost / Churn,14812.06,0,0.0
2284,223139.02,8,37226.01,Cust2284,At Risk,37226.01,2,74452.02
2285,176718.31,5,32437.37,Cust2285,At Risk,32437.37,2,64874.74
2286,19257.09,4,4555.18,Cust2286,Hibernating,4555.18,1,4555.18
2287,80327.01,8,13238.33,Cust2287,Hibernating,13238.33,1,13238.33
2288,197213.79,9,41973.13,Cust2288,Loyal Customers,41973.13,4,167892.52
2289,136021.2,7,26972.92,Cust2289,Hibernating,26972.92,1,26972.92
2290,36958.35,4,6879.96,Cust2290,Lost / Churn,6879.96,0,0.0
2291,238442.34,15,27075.17,Cust2291,Champions,27075.17,5,135375.85
2292,245104.01,9,33406.94,Cust2292,Champions,33406.94,5,167034.7
2293,65291.49,5,13278.88,Cust2293,Lost / Churn,13278.88,0,0.0
2294,66599.96,4,11599.59,Cust2294,Hibernating,11599.59,1,11599.59
2295,151073.41,6,24713.2,Cust2295,At Risk,24713.2,2,49426.4
2296,241702.6,6,49484.22,Cust2296,Loyal Customers,49484.22,4,197936.88
2297,172108.38,9,33966.91,Cust2297,Potential Loyalists,33966.91,3,101900.73
2298,215482.19,8,48532.76,Cust2298,Loyal Customers,48532.76,4,194131.04
2299,159664.17,11,33524.79,Cust2299,Champions,33524.79,5,167623.95
2300,173349.51,8,25494.71,Cust2300,Loyal Customers,25494.71,4,101978.84
2301,132558.0,8,22456.41,Cust2301,At Risk,22456.41,2,44912.82
2302,193799.05,8,43566.96,Cust2302,At Risk,43566.96,2,87133.92
2303,170399.68,5,29618.46,Cust2303,At Risk,29618.46,2,59236.92
2304,141964.89,8,29078.12,Cust2304,Loyal Customers,29078.12,4,116312.48
2305,89484.27,9,15220.28,Cust2305,At Risk,15220.28,2,30440.56
2306,89980.21,5,12473.62,Cust2306,At Risk,12473.62,2,24947.24
2307,176306.61,11,36170.43,Cust2307,Champions,36170.43,5,180852.15
2308,527218.44,13,78838.9,Cust2308,Potential Loyalists,78838.9,3,236516.7
2309,335708.5,9,45930.84,Cust2309,Champions,45930.84,5,229654.2
2310,153431.88,8,27188.43,Cust2310,At Risk,27188.43,2,54376.86
2311,256316.19,7,50501.56,Cust2311,Potential Loyalists,50501.56,3,151504.68
2312,87233.52,8,18180.85,Cust2312,At Risk,18180.85,2,36361.7
2313,91356.3,7,8728.87,Cust2313,Hibernating,8728.87,1,8728.87
2314,24794.14,5,4548.42,Cust2314,Lost / Churn,4548.42,0,0.0
2315,54466.19,5,8937.9,Cust2315,At Risk,8937.9,2,17875.8
2316,109371.34,8,8214.9,Cust2316,At Risk,8214.9,2,16429.8
2317,135711.0,7,15788.91,Cust2317,At Risk,15788.91,2,31577.82
2318,150740.85,10,21451.95,Cust2318,Loyal Customers,21451.95,4,85807.8
2319,128664.22,10,13813.07,Cust2319,Loyal Customers,13813.07,4,55252.28
2320,110914.75,8,25293.67,Cust2320,At Risk,25293.67,2,50587.34
2321,262607.03,10,61609.04,Cust2321,Potential Loyalists,61609.04,3,184827.12
2322,27566.07,4,4887.14,Cust2322,Lost / Churn,4887.14,0,0.0
2323,203362.52,4,21364.82,Cust2323,Hibernating,21364.82,1,21364.82
2324,269854.48,8,29827.22,Cust2324,Potential Loyalists,29827.22,3,89481.66
2325,31606.16,3,6038.31,Cust2325,Lost / Churn,6038.31,0,0.0
2326,121406.53,10,31502.69,Cust2326,Loyal Customers,31502.69,4,126010.76
2327,124662.42,5,22822.06,Cust2327,At Risk,22822.06,2,45644.12
2328,70671.17,5,-126.55,Cust2328,Lost / Churn,0.0,0,-0.0
2329,93483.83,10,13934.31,Cust2329,Loyal Customers,13934.31,4,55737.24
2330,233381.74,8,29558.44,Cust2330,Loyal Customers,29558.44,4,118233.76
2331,317402.69,13,43074.98,Cust2331,Champions,43074.98,5,215374.9
2332,144030.81,6,32158.32,Cust2332,Loyal Customers,32158.32,4,128633.28
2333,95948.39,4,17724.06,Cust2333,Hibernating,17724.06,1,17724.06
2334,124272.68,5,18879.67,Cust2334,Hibernating,18879.67,1,18879.67
2335,203313.14,9,17884.0,Cust2335,Champions,17884.0,5,89420.0
2336,264285.77,10,34244.68,Cust2336,Potential Loyalists,34244.68,3,102734.04
2337,76280.9,6,6074.58,Cust2337,At Risk,6074.58,2,12149.16
2338,301547.84,14,68280.98,Cust2338,Champions,68280.98,5,341404.9
2339,245673.16,12,41801.69,Cust2339,Champions,41801.69,5,209008.45
2340,101802.12,6,13287.43,Cust2340,At Risk,13287.43,2,26574.86
2341,279619.22,12,47610.32,Cust2341,Champions,47610.32,5,238051.6
2342,92374.9,6,12834.41,Cust2342,At Risk,12834.41,2,25668.82
2343,108133.15,5,14613.16,Cust2343,Lost / Churn,14613.16,0,0.0
2344,133680.13,5,14531.29,Cust2344,Hibernating,14531.29,1,14531.29
2345,91322.93,10,12331.25,Cust2345,Loyal Customers,12331.25,4,49325.0
2346,133438.89,4,20730.59,Cust2346,Hibernating,20730.59,1,20730.59
2347,300643.3,14,48391.24,Cust2347,Champions,48391.24,5,241956.2
2348,90689.49,10,11698.41,Cust2348,At Risk,11698.41,2,23396.82
2349,160275.4,6,24475.8,Cust2349,At Risk,24475.8,2,48951.6
2350,95551.16,6,19891.62,Cust2350,At Risk,19891.62,2,39783.24
2351,93397.82,10,18571.76,Cust2351,At Risk,18571.76,2,37143.52
2352,84840.11,2,8810.82,Cust2352,Lost / Churn,8810.82,0,0.0
2353,240615.09,8,40351.09,Cust2353,Potential Loyalists,40351.09,3,121053.27
2354,232824.4,10,41942.95,Cust2354,Champions,41942.95,5,209714.75
2355,161301.99,9,31414.3,Cust2355,Loyal Customers,31414.3,4,125657.2
2356,233774.21,8,39432.54,Cust2356,At Risk,39432.54,2,78865.08
2357,172865.02,7,30318.81,Cust2357,At Risk,30318.81,2,60637.62
2358,202336.43,4,42340.66,Cust2358,Hibernating,42340.66,1,42340.66
2359,246663.11,6,32842.96,Cust2359,Potential Loyalists,32842.96,3,98528.88
2360,62642.85,7,11124.67,Cust2360,Hibernating,11124.67,1,11124.67
2361,132770.73,10,27031.86,Cust2361,At Risk,27031.86,2,54063.72
2362,155556.32,9,28063.99,Cust2362,At Risk,28063.99,2,56127.98
2363,114532.09,6,17862.45,Cust2363,At Risk,17862.45,2,35724.9
2364,247959.62,10,36578.69,Cust2364,Potential Loyalists,36578.69,3,109736.07
2365,96114.27,5,6956.46,Cust2365,Hibernating,6956.46,1,6956.46
2366,244755.47,8,42750.65,Cust2366,Loyal Customers,42750.65,4,171002.6
2367,26427.07,7,5108.18,Cust2367,Hibernating,5108.18,1,5108.18
2368,87062.92,6,17810.82,Cust2368,Hibernating,17810.82,1,17810.82
2369,320821.52,9,60541.1,Cust2369,Champions,60541.1,5,302705.5
2370,189283.8,7,14483.36,Cust2370,At Risk,14483.36,2,28966.72
2371,232944.49,7,41404.26,Cust2371,At Risk,41404.26,2,82808.52
2372,77873.17,7,8987.07,Cust2372,At Risk,8987.07,2,17974.14
2373,173380.17,9,46820.7,Cust2373,At Risk,46820.7,2,93641.4
2374,161981.43,7,30900.87,Cust2374,Hibernating,30900.87,1,30900.87
2375,269082.79,10,33524.46,Cust2375,Champions,33524.46,5,167622.3
2376,131472.46,6,28652.7,Cust2376,Hibernating,28652.7,1,28652.7
2377,93691.53,6,4801.19,Cust2377,At Risk,4801.19,2,9602.38
2378,60343.57,5,12607.02,Cust2378,Lost / Churn,12607.02,0,0.0
2379,329750.06,11,33401.78,Cust2379,Potential Loyalists,33401.78,3,100205.34
2380,182180.82,6,36979.18,Cust2380,At Risk,36979.18,2,73958.36
2381,122101.39,8,19121.13,Cust2381,Hibernating,19121.13,1,19121.13
2382,149493.71,9,15604.6,Cust2382,Potential Loyalists,15604.6,3,46813.8
2383,350089.17,7,51536.27,Cust2383,At Risk,51536.27,2,103072.54
2384,215249.97,7,39836.81,Cust2384,At Risk,39836.81,2,79673.62
2385,29573.8,5,6515.71,Cust2385,Lost / Churn,6515.71,0,0.0
2386,128666.47,6,12670.43,Cust2386,At Risk,12670.43,2,25340.86
2387,92653.05,9,20518.39,Cust2387,At Risk,20518.39,2,41036.78
2388,145520.12,5,27356.06,Cust2388,Hibernating,27356.06,1,27356.06
2389,157492.48,5,26645.6,Cust2389,Hibernating,26645.6,1,26645.6
2390,281356.42,11,39488.31,Cust2390,Champions,39488.31,5,197441.55
2391,152900.15,7,30999.6,Cust2391,At Risk,30999.6,2,61999.2
2392,233621.17,7,47113.5,Cust2392,At Risk,47113.5,2,94227.0
2393,109898.47,6,30278.25,Cust2393,Hibernating,30278.25,1,30278.25
2394,215009.71,7,41295.48,Cust2394,At Risk,41295.48,2,82590.96
2395,288358.42,12,43482.7,Cust2395,Potential Loyalists,43482.7,3,130448.1
2396,110079.84,6,21625.43,Cust2396,Hibernating,21625.43,1,21625.43
2397,135042.47,5,14786.27,Cust2397,Hibernating,14786.27,1,14786.27
2398,43388.19,5,8532.8,Cust2398,Lost / Churn,8532.8,0,0.0
2399,161970.87,9,25951.29,Cust2399,Loyal Customers,25951.29,4,103805.16
2400,92259.31,6,12450.48,Cust2400,At Risk,12450.48,2,24900.96
2401,70885.72,5,11410.41,Cust2401,Lost / Churn,11410.41,0,0.0
2402,104203.27,5,16483.53,Cust2402,At Risk,16483.53,2,32967.06
2403,173341.84,10,30040.88,Cust2403,Loyal Customers,30040.88,4,120163.52
2404,253829.14,8,38070.11,Cust2404,Potential Loyalists,38070.11,3,114210.33
2405,150057.13,7,29504.36,Cust2405,At Risk,29504.36,2,59008.72
2406,114395.66,8,15660.61,Cust2406,At Risk,15660.61,2,31321.22
2407,252734.64,8,50124.28,Cust2407,Potential Loyalists,50124.28,3,150372.84
2408,139882.54,8,26140.46,Cust2408,At Risk,26140.46,2,52280.92
2409,122259.49,8,4153.97,Cust2409,At Risk,4153.97,2,8307.94
2410,204945.88,6,33734.05,Cust2410,At Risk,33734.05,2,67468.1
2411,153747.82,6,23538.56,Cust2411,Loyal Customers,23538.56,4,94154.24
2412,129655.97,8,25626.95,Cust2412,At Risk,25626.95,2,51253.9
2413,136786.36,6,29097.7,Cust2413,At Risk,29097.7,2,58195.4
2414,15816.72,2,862.7,Cust2414,Hibernating,862.7,1,862.7
2415,146587.35,4,24236.32,Cust2415,Hibernating,24236.32,1,24236.32
2416,80342.13,4,21330.53,Cust2416,Hibernating,21330.53,1,21330.53
2417,248167.92,9,31557.03,Cust2417,Potential Loyalists,31557.03,3,94671.09
2418,24955.15,5,4771.25,Cust2418,Lost / Churn,4771.25,0,0.0
2419,248531.56,8,46779.63,Cust2419,Potential Loyalists,46779.63,3,140338.89
2420,201245.55,7,42413.39,Cust2420,At Risk,42413.39,2,84826.78
2421,146495.76,9,12445.81,Cust2421,At Risk,12445.81,2,24891.62
2422,224151.86,8,27271.28,Cust2422,Loyal Customers,27271.28,4,109085.12
2423,114985.41,10,22426.38,Cust2423,At Risk,22426.38,2,44852.76
2424,257311.69,11,36653.56,Cust2424,Champions,36653.56,5,183267.8
2425,376836.56,11,72882.34,Cust2425,Potential Loyalists,72882.34,3,218647.02
2426,151871.53,9,21385.96,Cust2426,Potential Loyalists,21385.96,3,64157.88
2427,32299.58,5,6360.9,Cust2427,Lost / Churn,6360.9,0,0.0
2428,263115.62,9,47999.44,Cust2428,Potential Loyalists,47999.44,3,143998.32
2429,230022.05,8,48914.75,Cust2429,Loyal Customers,48914.75,4,195659.0
2430,532223.75,13,103892.92,Cust2430,Champions,103892.92,5,519464.6
2431,135792.07,6,36214.36,Cust2431,Loyal Customers,36214.36,4,144857.44
2432,203313.27,9,46068.74,Cust2432,Potential Loyalists,46068.74,3,138206.22
2433,109836.07,7,23565.85,Cust2433,Hibernating,23565.85,1,23565.85
2434,371961.66,13,63466.37,Cust2434,Champions,63466.37,5,317331.85
2435,472875.57,9,97170.21,Cust2435,Potential Loyalists,97170.21,3,291510.63
2436,118700.48,7,27780.57,Cust2436,Hibernating,27780.57,1,27780.57
2437,203197.03,4,45738.2,Cust2437,At Risk,45738.2,2,91476.4
2438,34557.15,5,7793.3,Cust2438,At Risk,7793.3,2,15586.6
2439,207007.11,6,51920.19,Cust2439,At Risk,51920.19,2,103840.38
2440,131489.12,5,22480.07,Cust2440,Lost / Churn,22480.07,0,0.0
2441,106504.61,8,13200.2,Cust2441,Loyal Customers,13200.2,4,52800.8
2442,485251.88,16,109058.74,Cust2442,Champions,109058.74,5,545293.7
2443,253683.52,9,43746.74,Cust2443,Champions,43746.74,5,218733.7
2444,96901.01,8,16526.3,Cust2444,Loyal Customers,16526.3,4,66105.2
2445,281018.39,8,53080.44,Cust2445,Loyal Customers,53080.44,4,212321.76
2446,55557.79,9,8814.81,Cust2446,At Risk,8814.81,2,17629.62
2447,142532.84,4,27802.02,Cust2447,At Risk,27802.02,2,55604.04
2448,250776.94,12,34562.22,Cust2448,Champions,34562.22,5,172811.1
2449,13176.64,3,873.85,Cust2449,Lost / Churn,873.85,0,0.0
2450,186984.24,10,32340.97,Cust2450,Loyal Customers,32340.97,4,129363.88
2451,236798.92,9,40721.87,Cust2451,At Risk,40721.87,2,81443.74
2452,251752.41,13,41334.84,Cust2452,Champions,41334.84,5,206674.2
2453,294757.19,13,52483.37,Cust2453,Champions,52483.37,5,262416.85
2454,118938.66,9,18555.7,Cust2454,At Risk,18555.7,2,37111.4
2455,247182.7,10,29525.3,Cust2455,Potential Loyalists,29525.3,3,88575.9
2456,362824.19,9,81850.01,Cust2456,Potential Loyalists,81850.01,3,245550.03
2457,80320.58,6,11833.22,Cust2457,Hibernating,11833.22,1,11833.22
2458,23643.67,5,4595.67,Cust2458,At Risk,4595.67,2,9191.34
2459,39852.33,5,8430.95,Cust2459,Lost / Churn,8430.95,0,0.0
2460,39947.81,8,8139.23,Cust2460,At Risk,8139.23,2,16278.46
2461,80456.22,5,18002.65,Cust2461,Lost / Churn,18002.65,0,0.0
2462,186460.75,11,42251.74,Cust2462,Champions,42251.74,5,211258.7
2463,311120.94,13,42217.91,Cust2463,Champions,42217.91,5,211089.55
2464,161356.42,7,32030.78,Cust2464,At Risk,32030.78,2,64061.56
2465,287618.03,14,52758.56,Cust2465,Champions,52758.56,5,263792.8
2466,278807.11,9,68185.04,Cust2466,Champions,68185.04,5,340925.2
2467,112954.98,5,24009.95,Cust2467,At Risk,24009.95,2,48019.9
2468,269886.1,14,42358.98,Cust2468,Potential Loyalists,42358.98,3,127076.94
2469,297296.47,11,42546.39,Cust2469,Champions,42546.39,5,212731.95
2470,127954.93,7,17672.12,Cust2470,Hibernating,17672.12,1,17672.12
2471,219328.03,6,39367.15,Cust2471,At Risk,39367.15,2,78734.3
2472,172897.46,7,31389.64,Cust2472,Hibernating,31389.64,1,31389.64
2473,97235.11,7,10838.2,Cust2473,Hibernating,10838.2,1,10838.2
2474,269317.21,9,40436.92,Cust2474,Potential Loyalists,40436.92,3,121310.76
2475,87559.02,6,18638.91,Cust2475,Hibernating,18638.91,1,18638.91
2476,213270.47,9,29708.96,Cust2476,Potential Loyalists,29708.96,3,89126.88
2477,199903.64,8,28080.94,Cust2477,At Risk,28080.94,2,56161.88
2478,150497.41,9,25228.08,Cust2478,Loyal Customers,25228.08,4,100912.32
2479,227328.45,11,48335.14,Cust2479,Champions,48335.14,5,241675.7
2480,57870.63,9,10084.89,Cust2480,At Risk,10084.89,2,20169.78
2481,193606.79,7,26937.2,Cust2481,Loyal Customers,26937.2,4,107748.8
2482,213770.62,5,43394.25,Cust2482,At Risk,43394.25,2,86788.5
2483,68871.95,7,9026.7,Cust2483,At Risk,9026.7,2,18053.4
2484,169500.72,9,34054.97,Cust2484,Loyal Customers,34054.97,4,136219.88
2485,334657.16,8,60086.24,Cust2485,Champions,60086.24,5,300431.2
2486,202794.91,11,38594.23,Cust2486,Potential Loyalists,38594.23,3,115782.69
2487,273617.04,9,42828.31,Cust2487,Potential Loyalists,42828.31,3,128484.93
2488,105517.14,4,12810.41,Cust2488,Lost / Churn,12810.41,0,0.0
2489,143471.72,6,17175.18,Cust2489,At Risk,17175.18,2,34350.36
2490,112901.87,6,17105.77,Cust2490,Hibernating,17105.77,1,17105.77
2491,189320.83,7,22560.35,Cust2491,At Risk,22560.35,2,45120.7
2492,186062.02,9,37982.05,Cust2492,Champions,37982.05,5,189910.25
2493,202028.3,10,39012.49,Cust2493,Champions,39012.49,5,195062.45
2494,238608.28,10,54192.79,Cust2494,Potential Loyalists,54192.79,3,162578.37
2495,545075.79,16,82043.19,Cust2495,Potential Loyalists,82043.19,3,246129.57
2496,94945.75,9,12373.71,Cust2496,At Risk,12373.71,2,24747.42
2497,163976.35,7,17223.42,Cust2497,At Risk,17223.42,2,34446.84
2498,191468.48,8,28202.11,Cust2498,Loyal Customers,28202.11,4,112808.44
2499,59365.37,2,14450.43,Cust2499,Lost / Churn,14450.43,0,0.0
2500,145746.63,8,23493.05,Cust2500,Loyal Customers,23493.05,4,93972.2
2501,87759.55,6,12135.18,Cust2501,Hibernating,12135.18,1,12135.18
2502,107303.97,5,19424.6,Cust2502,At Risk,19424.6,2,38849.2
2503,173845.34,13,30854.91,Cust2503,At Risk,30854.91,2,61709.82
2504,109594.93,8,18452.39,Cust2504,Loyal Customers,18452.39,4,73809.56
2505,352360.57,12,65281.91,Cust2505,Champions,65281.91,5,326409.55
2506,75852.97,7,2337.38,Cust2506,At Risk,2337.38,2,4674.76
2507,308863.75,10,42477.46,Cust2507,Champions,42477.46,5,212387.3
2508,438268.83,11,74943.0,Cust2508,Champions,74943.0,5,374715.0
2509,240527.18,16,47193.8,Cust2509,Champions,47193.8,5,235969.0
2510,43679.9,4,4296.89,Cust2510,Hibernating,4296.89,1,4296.89
2511,62746.83,3,11369.01,Cust2511,Lost / Churn,11369.01,0,0.0
2512,182475.19,11,24830.22,Cust2512,Potential Loyalists,24830.22,3,74490.66
2513,199500.59,10,24932.51,Cust2513,Potential Loyalists,24932.51,3,74797.53
2514,110000.33,6,15999.74,Cust2514,Hibernating,15999.74,1,15999.74
2515,141607.85,7,19410.72,Cust2515,At Risk,19410.72,2,38821.44
2516,73726.23,5,17636.78,Cust2516,Lost / Churn,17636.78,0,0.0
2517,154395.79,7,33069.39,Cust2517,Hibernating,33069.39,1,33069.39
2518,111717.58,7,18812.08,Cust2518,Hibernating,18812.08,1,18812.08
2519,307890.15,12,56171.12,Cust2519,Champions,56171.12,5,280855.6
2520,320328.76,9,45574.66,Cust2520,Champions,45574.66,5,227873.3
2521,309150.61,8,46560.71,Cust2521,Potential Loyalists,46560.71,3,139682.13
2522,81857.88,6,15886.85,Cust2522,Hibernating,15886.85,1,15886.85
2523,229239.65,6,48609.95,Cust2523,At Risk,48609.95,2,97219.9
2524,180944.85,9,28125.14,Cust2524,Potential Loyalists,28125.14,3,84375.42
2525,269555.83,10,43151.18,Cust2525,Potential Loyalists,43151.18,3,129453.54
2526,243200.95,8,34437.33,Cust2526,Champions,34437.33,5,172186.65
2527,275607.74,11,37991.92,Cust2527,Champions,37991.92,5,189959.6
